COUNTRY_CODE,REPORTING_SCOPE_NAME,SHE_SITE_CODE,SHE_SITE_IDENTIFIER,SHE_SITE_NAME,SRC_SYS_NM
76173,Scope 1 & 2,GR6C48S4,146608,Durham - Emperor Boulevard,ENABLON
77180,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
77180,Scope 1 & 2,GR6C51S4,146608,Dubai,ENABLON
71877,Scope 1 & 2,GR6C48S4,146608,Durham - Emperor Boulevard,ENABLON
6,Scope 1 & 2,GR6C51S4,146608,Dubai,ENABLON
74128,Scope 1 & 2,GR6C52S1,146608,Dublin College Park,ENABLON
74749,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
77065,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
72088,Scope 1 & 2,GR6C52S1,146608,Dubai,ENABLON
77180,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
5702,Scope 1 & 2,GR5C2S1,146608,Dubai,ENABLON
6,Scope 1 & 2,GR5C2S1,146608,Dunkerque,ENABLON
77180,Scope 1 & 2,GR5C2S1,146608,Dunkerque,ENABLON
8498,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
76497,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
76153,Scope 1 & 2,GR6C51S4,146608,Dunkerque,ENABLON
6,Scope 1 & 2,GR6C48S4,146608,Durham - Emperor Boulevard,ENABLON
6,Scope 1 & 2,GR2aC2S1,146608,Dubai,ENABLON
75028,Scope 1 & 2,GR6C48S4,146608,Durham - Emperor Boulevard,ENABLON
75516,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
75683,Scope 1 & 2,GR6C52S1,146608,Durham - Emperor Boulevard,ENABLON
77180,Scope 1 & 2,GR6C51S4,146608,Durham - Emperor Boulevard,ENABLON
3717,Scope 1 & 2,GR2aC2S1,146608,Dubai,ENABLON
71863,Scope 1 & 2,GR6C51S4,146608,Durham - Emperor Boulevard,ENABLON
2570,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
2677,Scope 1 & 2,GR6C51S4,146608,Dublin College Park,ENABLON
73651,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
5279,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
72355,Scope 1 & 2,GR6C52S1,146608,Durham - Emperor Boulevard,ENABLON
76490,Scope 1 & 2,GR5C2S1,146608,Dubai,ENABLON
76426,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
69836,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
6,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
74981,Scope 1 & 2,GR6C48S4,146608,Durham - Emperor Boulevard,ENABLON
70939,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
2903,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
76637,Scope 1 & 2,GR6C51S4,146608,Dunkerque,ENABLON
77180,Scope 1 & 2,GR6C48S4,146608,Durham - Emperor Boulevard,ENABLON
72717,Scope 1 & 2,GR2aC2S1,146608,Dubai,ENABLON
76049,Scope 1 & 2,GR6C51S4,146608,Dubai,ENABLON
74401,Scope 1 & 2,GR6C51S4,146608,Dublin College Park,ENABLON
71395,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
75863,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
77180,Scope 1 & 2,GR6C52S1,146608,Dubai,ENABLON
6,Scope 1 & 2,GR2aC2S1,146608,Dunkerque,ENABLON
77180,Scope 1 & 2,GR5C2S1,146608,Dubai,ENABLON
69778,Scope 1 & 2,GR6C51S4,146608,Dublin College Park,ENABLON
69710,Scope 1 & 2,GR5C2S1,146608,Dubai,ENABLON
75362,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
65458,Scope 1 & 2,GR6C51S4,146608,Dublin College Park,ENABLON
6,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
76546,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
2373,Scope 1 & 2,GR6C51S4,146608,Durham - Emperor Boulevard,ENABLON
73665,Scope 1 & 2,GR6C51S4,146608,Dubai,ENABLON
75096,Scope 1 & 2,GR6C48S4,146608,Dublin College Park,ENABLON
73402,Scope 1 & 2,GR6C52S1,146608,Durham - Emperor Boulevard,ENABLON
6,Scope 1 & 2,GR6C52S1,146608,Dunkerque,ENABLON
74595,Scope 1 & 2,GR6C51S4,146608,Dubai,ENABLON
76645,Scope 1 & 2,GR5C2S1,146608,Dominican Republic,ENABLON
76795,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
71609,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
72509,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
75819,Scope 1 & 2,GR6C51S4,146608,Dubai,ENABLON
76435,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
985,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
76766,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
76740,Scope 1 & 2,GR2aC2S1,146608,Dunkerque,ENABLON
70756,Scope 1 & 2,GR6C48S4,146608,Dublin College Park,ENABLON
73871,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
77027,Scope 1 & 2,GR5C2S1,146608,Dunkerque,ENABLON
76430,Scope 1 & 2,GR6C48S4,146608,Durham - Emperor Boulevard,ENABLON
74846,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
76573,Scope 1 & 2,GR6C52S1,146608,Dunkerque,ENABLON
73963,Scope 1 & 2,GR5C2S1,146608,Dominican Republic,ENABLON
75190,Scope 1 & 2,GR6C48S4,146608,Dublin College Park,ENABLON
71159,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
6,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
75841,Scope 1 & 2,GR2aC2S1,146608,Dubai,ENABLON
6,Scope 1 & 2,GR6C48S4,146608,Dubai,ENABLON
74180,Scope 1 & 2,GR6C51S4,146608,Dunkerque,ENABLON
74155,Scope 1 & 2,GR6C52S1,146608,Dubai,ENABLON
68456,Scope 1 & 2,GR2aC2S1,146608,Dunkerque,ENABLON
75528,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
72398,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
76779,Scope 1 & 2,GR5C2S1,146608,Dublin College Park,ENABLON
6,Scope 1 & 2,GR5C2S1,146608,Durham - Emperor Boulevard,ENABLON
70590,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
74297,Scope 1 & 2,GR5C2S1,146608,Dubai,ENABLON
75228,Scope 1 & 2,GR6C51S4,146608,Dubai,ENABLON
73834,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
7386,Scope 1 & 2,GR6C51S4,146608,Durham - Emperor Boulevard,ENABLON
72474,Scope 1 & 2,GR5C2S1,146608,Dubai,ENABLON
74358,Scope 1 & 2,GR6C51S4,146608,Dunkerque,ENABLON
74710,Scope 1 & 2,GR2aC2S1,146608,Dubai,ENABLON
76677,Scope 1 & 2,GR6C52S1,146608,Durham - Emperor Boulevard,ENABLON
71895,Scope 1 & 2,GR5C2S1,146608,Dublin College Park,ENABLON
75852,Scope 1 & 2,GR6C51S4,146608,Durham - Emperor Boulevard,ENABLON
74783,Scope 1 & 2,GR6C51S4,146608,Durham - Emperor Boulevard,ENABLON
76448,Scope 1 & 2,GR6C51S4,146608,Dublin College Park,ENABLON
6,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
74560,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
72864,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
74308,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
71273,Scope 1 & 2,GR6C48S4,146608,Dubai,ENABLON
74499,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
76018,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
73900,Scope 1 & 2,GR6C52S1,146608,Dunkerque,ENABLON
76095,Scope 1 & 2,GR2aC2S1,146608,Dunkerque,ENABLON
74359,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
70723,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
72399,Scope 1 & 2,GR6C48S4,146608,Dublin College Park,ENABLON
77139,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
5274,Scope 1 & 2,GR6C51S4,146608,Dublin College Park,ENABLON
3958,Scope 1 & 2,GR5C2S1,146608,Dublin College Park,ENABLON
3523,Scope 1 & 2,GR5C2S1,146608,Dubai,ENABLON
72730,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
77172,Scope 1 & 2,GR2aC2S1,146608,Dunkerque,ENABLON
1132,Scope 1 & 2,GR6C52S1,146608,Dubai,ENABLON
75985,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
68841,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
70864,Scope 1 & 2,GR6C52S1,146608,Dubai,ENABLON
74922,Scope 1 & 2,GR5C2S1,146608,Dominican Republic,ENABLON
76084,Scope 1 & 2,GR6C52S1,146608,Durham - Emperor Boulevard,ENABLON
76800,Scope 1 & 2,GR6C51S4,146608,Dunkerque,ENABLON
74507,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
1768,Scope 1 & 2,GR2aC2S1,146608,Dubai,ENABLON
76787,Scope 1 & 2,GR6C48S4,146608,Dublin College Park,ENABLON
909,Scope 1 & 2,GR2aC2S1,146608,Dubai,ENABLON
76118,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
76268,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
73499,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
5195,Scope 1 & 2,GR5C2S1,146608,Dubai,ENABLON
2852,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
8887,Scope 1 & 2,GR2aC2S1,146608,Dubai,ENABLON
4581,Scope 1 & 2,GR2aC2S1,146608,Dunkerque,ENABLON
3429,Scope 1 & 2,GR6C51S4,146608,Dunkerque,ENABLON
76507,Scope 1 & 2,GR6C51S4,146608,Durham - Emperor Boulevard,ENABLON
75946,Scope 1 & 2,GR6C52S1,146608,Dublin College Park,ENABLON
75564,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
71795,Scope 1 & 2,GR5C2S1,146608,Durham - Emperor Boulevard,ENABLON
75315,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
74383,Scope 1 & 2,GR2aC2S1,146608,Dunkerque,ENABLON
75610,Scope 1 & 2,GR6C51S4,146608,Dunkerque,ENABLON
6,Scope 1 & 2,GR6C52S1,146608,Dublin College Park,ENABLON
76743,Scope 1 & 2,GR6C52S1,146608,Dunkerque,ENABLON
3369,Scope 1 & 2,GR5C2S1,146608,Dunkerque,ENABLON
74431,Scope 1 & 2,GR6C52S1,146608,Dunkerque,ENABLON
72024,Scope 1 & 2,GR6C51S4,146608,Dublin College Park,ENABLON
71727,Scope 1 & 2,GR6C51S4,146608,Dubai,ENABLON
6,Scope 1 & 2,GR5C2S1,146608,Dublin College Park,ENABLON
69634,Scope 1 & 2,GR5C2S1,146608,Durham - Emperor Boulevard,ENABLON
1820,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
2519,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
6,Scope 1 & 2,GR5C2S1,146608,Dominican Republic,ENABLON
72403,Scope 1 & 2,GR6C48S4,146608,Durham - Emperor Boulevard,ENABLON
6,Scope 1 & 2,GR6C52S1,146608,Dubai,ENABLON
76686,Scope 1 & 2,GR6C52S1,146608,Dubai,ENABLON
74289,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
77069,Scope 1 & 2,GR6C52S1,146608,Dublin College Park,ENABLON
73821,Scope 1 & 2,GR5C2S1,146608,Dubai,ENABLON
458,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
75252,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
75335,Scope 1 & 2,GR6C48S4,146608,Durham - Emperor Boulevard,ENABLON
74532,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
70181,Scope 1 & 2,GR5C2S1,146608,Dominican Republic,ENABLON
64696,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
72817,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
76868,Scope 1 & 2,GR2aC2S1,146608,Dubai,ENABLON
77180,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
6,Scope 1 & 2,GR6C51S4,146608,Dublin College Park,ENABLON
65992,Scope 1 & 2,GR6C52S1,146608,Dublin College Park,ENABLON
76553,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
72490,Scope 1 & 2,GR6C52S1,146608,Durham - Emperor Boulevard,ENABLON
76007,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
76432,Scope 1 & 2,GR6C51S4,146608,Dubai,ENABLON
76388,Scope 1 & 2,GR2aC2S1,146608,Dunkerque,ENABLON
74031,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
76364,Scope 1 & 2,GR5C2S1,146608,Dublin College Park,ENABLON
74547,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
76136,Scope 1 & 2,GR6C52S1,146608,Durham - Emperor Boulevard,ENABLON
70600,Scope 1 & 2,GR5C2S1,146608,Dublin College Park,ENABLON
76413,Scope 1 & 2,GR5C2S1,146608,Dubai,ENABLON
75750,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
67624,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
72172,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
77145,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
6,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
72890,Scope 1 & 2,GR6C52S1,146608,Dubai,ENABLON
73765,Scope 1 & 2,GR6C51S4,146608,Dunkerque,ENABLON
70658,Scope 1 & 2,GR6C48S4,146608,Dublin College Park,ENABLON
310,Scope 1 & 2,GR6C52S1,146608,Dunkerque,ENABLON
76521,Scope 1 & 2,GR6C52S1,146608,Dunkerque,ENABLON
75038,Scope 1 & 2,GR5C2S1,146608,Dominican Republic,ENABLON
74110,Scope 1 & 2,GR5C2S1,146608,Dublin College Park,ENABLON
69379,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
70702,Scope 1 & 2,GR2aC2S1,146608,Dubai,ENABLON
75506,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
74161,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
75439,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
70190,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
75824,Scope 1 & 2,GR6C48S4,146608,Dubai,ENABLON
77180,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
73057,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
76694,Scope 1 & 2,GR6C52S1,146608,Durham - Emperor Boulevard,ENABLON
6,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
7856,Scope 1 & 2,GR5C2S1,146608,Dublin College Park,ENABLON
76873,Scope 1 & 2,GR6C51S4,146608,Dunkerque,ENABLON
68791,Scope 1 & 2,GR6C51S4,146608,Dubai,ENABLON
73898,Scope 1 & 2,GR5C2S1,146608,Dominican Republic,ENABLON
72091,Scope 1 & 2,GR5C2S1,146608,Dublin College Park,ENABLON
70792,Scope 1 & 2,GR6C51S4,146608,Dubai,ENABLON
6914,Scope 1 & 2,GR2aC2S1,146608,Dubai,ENABLON
74623,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
72972,Scope 1 & 2,GR6C48S4,146608,Dublin College Park,ENABLON
500,Scope 1 & 2,GR2aC2S1,146608,Dunkerque,ENABLON
68499,Scope 1 & 2,GR6C52S1,146608,Durham - Emperor Boulevard,ENABLON
72123,Scope 1 & 2,GR6C51S4,146608,Dubai,ENABLON
76977,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
73373,Scope 1 & 2,GR6C48S4,146608,Dubai,ENABLON
1775,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
73168,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
76467,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
3110,Scope 1 & 2,GR6C52S1,146608,Dubai,ENABLON
73770,Scope 1 & 2,GR6C52S1,146608,Dublin College Park,ENABLON
919,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
6,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
76897,Scope 1 & 2,GR5C2S1,146608,Dublin College Park,ENABLON
9214,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
75817,Scope 1 & 2,GR6C51S4,146608,Dublin College Park,ENABLON
1651,Scope 1 & 2,GR6C52S1,146608,Durham - Emperor Boulevard,ENABLON
75928,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
76722,Scope 1 & 2,GR6C51S4,146608,Dublin College Park,ENABLON
67022,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
4166,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
75417,Scope 1 & 2,GR6C48S4,146608,Durham - Emperor Boulevard,ENABLON
75479,Scope 1 & 2,GR6C51S4,146608,Dunkerque,ENABLON
71074,Scope 1 & 2,GR6C48S4,146608,Dubai,ENABLON
72899,Scope 1 & 2,GR6C52S1,146608,Dublin College Park,ENABLON
72516,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
2452,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
74835,Scope 1 & 2,GR2aC2S1,146608,Dubai,ENABLON
76300,Scope 1 & 2,GR2aC2S1,146608,Dunkerque,ENABLON
6,Scope 1 & 2,GR6C51S4,146608,Durham - Emperor Boulevard,ENABLON
7447,Scope 1 & 2,GR5C2S1,146608,Dunkerque,ENABLON
72242,Scope 1 & 2,GR5C2S1,146608,Dubai,ENABLON
76341,Scope 1 & 2,GR6C52S1,146608,Dublin College Park,ENABLON
73291,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
73451,Scope 1 & 2,GR6C52S1,146608,Durham - Emperor Boulevard,ENABLON
75591,Scope 1 & 2,GR5C2S1,146608,Dominican Republic,ENABLON
5260,Scope 1 & 2,GR6C52S1,146608,Durham - Emperor Boulevard,ENABLON
69456,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
75740,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
71993,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
3483,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
74406,Scope 1 & 2,GR6C48S4,146608,Durham - Emperor Boulevard,ENABLON
2789,Scope 1 & 2,GR6C52S1,146608,Dubai,ENABLON
74118,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
74486,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
76112,Scope 1 & 2,GR6C52S1,146608,Dunkerque,ENABLON
75829,Scope 1 & 2,GR6C51S4,146608,Dubai,ENABLON
73348,Scope 1 & 2,GR6C51S4,146608,Dublin College Park,ENABLON
2759,Scope 1 & 2,GR5C2S1,146608,Dominican Republic,ENABLON
71926,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
74187,Scope 1 & 2,GR6C48S4,146608,Durham - Emperor Boulevard,ENABLON
75978,Scope 1 & 2,GR6C48S4,146608,Dubai,ENABLON
74180,Scope 1 & 2,GR5C2S1,146608,Dublin College Park,ENABLON
70679,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
73888,Scope 1 & 2,GR6C52S1,146608,Dunkerque,ENABLON
76695,Scope 1 & 2,GR5C2S1,146608,Dubai,ENABLON
2999,Scope 1 & 2,GR2aC2S1,146608,Dubai,ENABLON
75924,Scope 1 & 2,GR6C51S4,146608,Durham - Emperor Boulevard,ENABLON
2007,Scope 1 & 2,GR5C2S1,146608,Dubai,ENABLON
70247,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
70170,Scope 1 & 2,GR6C51S4,146608,Dunkerque,ENABLON
70669,Scope 1 & 2,GR6C51S4,146608,Dunkerque,ENABLON
73600,Scope 1 & 2,GR5C2S1,146608,Dubai,ENABLON
72074,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
1928,Scope 1 & 2,GR6C52S1,146608,Durham - Emperor Boulevard,ENABLON
72725,Scope 1 & 2,GR5C2S1,146608,Dublin College Park,ENABLON
3784,Scope 1 & 2,GR5C2S1,146608,Dubai,ENABLON
4821,Scope 1 & 2,GR6C51S4,146608,Dunkerque,ENABLON
76013,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
73895,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
76337,Scope 1 & 2,GR6C52S1,146608,Dubai,ENABLON
75566,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
2777,Scope 1 & 2,GR6C48S4,146608,Dublin College Park,ENABLON
76290,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
73662,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
68859,Scope 1 & 2,GR5C2S1,146608,Dominican Republic,ENABLON
74832,Scope 1 & 2,GR6C51S4,146608,Durham - Emperor Boulevard,ENABLON
75676,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
75033,Scope 1 & 2,GR6C48S4,146608,Dubai,ENABLON
76176,Scope 1 & 2,GR6C51S4,146608,Dunkerque,ENABLON
73404,Scope 1 & 2,GR5C2S1,146608,Durham - Emperor Boulevard,ENABLON
71414,Scope 1 & 2,GR6C52S1,146608,Dublin College Park,ENABLON
73053,Scope 1 & 2,GR5C2S1,146608,Durham - Emperor Boulevard,ENABLON
68904,Scope 1 & 2,GR5C2S1,146608,Dubai,ENABLON
76864,Scope 1 & 2,GR6C51S4,146608,Dunkerque,ENABLON
4258,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
745,Scope 1 & 2,GR6C51S4,146608,Dunkerque,ENABLON
76279,Scope 1 & 2,GR5C2S1,146608,Dominican Republic,ENABLON
6,Scope 1 & 2,GR6C51S4,146608,Dunkerque,ENABLON
2496,Scope 1 & 2,GR5C2S1,146608,Dubai,ENABLON
72820,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
75652,Scope 1 & 2,GR2aC2S1,146608,Dunkerque,ENABLON
73995,Scope 1 & 2,GR6C51S4,146608,Dubai,ENABLON
72721,Scope 1 & 2,GR6C48S4,146608,Dublin College Park,ENABLON
74989,Scope 1 & 2,GR6C48S4,146608,Dublin College Park,ENABLON
76341,Scope 1 & 2,GR6C52S1,146608,Dunkerque,ENABLON
74030,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
