COUNTRY_CODE,REPORTING_SCOPE_NAME,SHE_SITE_CODE,SHE_SITE_IDENTIFIER,SHE_SITE_NAME,SRC_SYS_NM
76167,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
76272,Scope 1 & 2,GR6C48S4,146608,Dubai,ENABLON
74949,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
6,Scope 1 & 2,GR6C51S4,146608,Dunkerque,ENABLON
74583,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
70588,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
73405,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
6,Scope 1 & 2,GR5C2S1,146608,Dominican Republic,ENABLON
75533,Scope 1 & 2,GR6C51S4,146608,Durham - Emperor Boulevard,ENABLON
75759,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
71984,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
72373,Scope 1 & 2,GR6C48S4,146608,Durham - Emperor Boulevard,ENABLON
68732,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
75171,Scope 1 & 2,GR6C52S1,146608,Dublin College Park,ENABLON
76095,Scope 1 & 2,GR5C2S1,146608,Dubai,ENABLON
74223,Scope 1 & 2,GR6C48S4,146608,Dublin College Park,ENABLON
74359,Scope 1 & 2,GR5C2S1,146608,Dunkerque,ENABLON
237,Scope 1 & 2,GR2aC2S1,146608,Dunkerque,ENABLON
77140,Scope 1 & 2,GR6C52S1,146608,Dunkerque,ENABLON
77180,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
74534,Scope 1 & 2,GR6C52S1,146608,Dublin College Park,ENABLON
3769,Scope 1 & 2,GR6C52S1,146608,Durham - Emperor Boulevard,ENABLON
77180,Scope 1 & 2,GR6C52S1,146608,Dubai,ENABLON
73021,Scope 1 & 2,GR6C51S4,146608,Dubai,ENABLON
75245,Scope 1 & 2,GR5C2S1,146608,Dominican Republic,ENABLON
75416,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
8177,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
572,Scope 1 & 2,GR6C52S1,146608,Durham - Emperor Boulevard,ENABLON
69986,Scope 1 & 2,GR6C48S4,146608,Dubai,ENABLON
68806,Scope 1 & 2,GR6C51S4,146608,Dunkerque,ENABLON
74842,Scope 1 & 2,GR6C51S4,146608,Dubai,ENABLON
74313,Scope 1 & 2,GR6C51S4,146608,Dublin College Park,ENABLON
6,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
77180,Scope 1 & 2,GR5C2S1,146608,Dominican Republic,ENABLON
75503,Scope 1 & 2,GR6C51S4,146608,Durham - Emperor Boulevard,ENABLON
1097,Scope 1 & 2,GR2aC2S1,146608,Dubai,ENABLON
467,Scope 1 & 2,GR6C48S4,146608,Durham - Emperor Boulevard,ENABLON
6,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
2654,Scope 1 & 2,GR2aC2S1,146608,Dubai,ENABLON
70339,Scope 1 & 2,GR6C51S4,146608,Dublin College Park,ENABLON
75685,Scope 1 & 2,GR6C51S4,146608,Dubai,ENABLON
74429,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
514,Scope 1 & 2,GR5C2S1,146608,Dunkerque,ENABLON
75084,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
75087,Scope 1 & 2,GR5C2S1,146608,Dubai,ENABLON
76426,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
74691,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
72587,Scope 1 & 2,GR5C2S1,146608,Durham - Emperor Boulevard,ENABLON
71174,Scope 1 & 2,GR5C2S1,146608,Dunkerque,ENABLON
77180,Scope 1 & 2,GR2aC2S1,146608,Dunkerque,ENABLON
71181,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
71839,Scope 1 & 2,GR5C2S1,146608,Dominican Republic,ENABLON
68626,Scope 1 & 2,GR6C48S4,146608,Durham - Emperor Boulevard,ENABLON
73492,Scope 1 & 2,GR6C52S1,146608,Dunkerque,ENABLON
72831,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
2069,Scope 1 & 2,GR6C51S4,146608,Dublin College Park,ENABLON
72410,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
6903,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
2219,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
73668,Scope 1 & 2,GR6C52S1,146608,Dunkerque,ENABLON
6,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
73581,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
75392,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
6,Scope 1 & 2,GR6C51S4,146608,Dublin College Park,ENABLON
2522,Scope 1 & 2,GR6C52S1,146608,Dublin College Park,ENABLON
75887,Scope 1 & 2,GR6C52S1,146608,Dubai,ENABLON
75454,Scope 1 & 2,GR6C52S1,146608,Dunkerque,ENABLON
75099,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
74047,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
71663,Scope 1 & 2,GR6C48S4,146608,Durham - Emperor Boulevard,ENABLON
76172,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
76525,Scope 1 & 2,GR5C2S1,146608,Dominican Republic,ENABLON
75464,Scope 1 & 2,GR5C2S1,146608,Durham - Emperor Boulevard,ENABLON
75647,Scope 1 & 2,GR5C2S1,146608,Dominican Republic,ENABLON
74484,Scope 1 & 2,GR6C51S4,146608,Dunkerque,ENABLON
4104,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
73268,Scope 1 & 2,GR5C2S1,146608,Durham - Emperor Boulevard,ENABLON
6,Scope 1 & 2,GR6C48S4,146608,Dublin College Park,ENABLON
77180,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
77114,Scope 1 & 2,GR5C2S1,146608,Durham - Emperor Boulevard,ENABLON
70130,Scope 1 & 2,GR6C51S4,146608,Dubai,ENABLON
69991,Scope 1 & 2,GR6C51S4,146608,Dublin College Park,ENABLON
75821,Scope 1 & 2,GR6C51S4,146608,Durham - Emperor Boulevard,ENABLON
65193,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
71420,Scope 1 & 2,GR5C2S1,146608,Dominican Republic,ENABLON
73912,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
76363,Scope 1 & 2,GR6C52S1,146608,Dubai,ENABLON
75601,Scope 1 & 2,GR6C51S4,146608,Dublin College Park,ENABLON
74201,Scope 1 & 2,GR5C2S1,146608,Dunkerque,ENABLON
5018,Scope 1 & 2,GR5C2S1,146608,Dunkerque,ENABLON
76161,Scope 1 & 2,GR2aC2S1,146608,Dunkerque,ENABLON
73395,Scope 1 & 2,GR6C51S4,146608,Durham - Emperor Boulevard,ENABLON
2223,Scope 1 & 2,GR5C2S1,146608,Dubai,ENABLON
75439,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
75631,Scope 1 & 2,GR6C51S4,146608,Dubai,ENABLON
2559,Scope 1 & 2,GR5C2S1,146608,Dunkerque,ENABLON
73569,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
75860,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
77180,Scope 1 & 2,GR6C52S1,146608,Durham - Emperor Boulevard,ENABLON
6,Scope 1 & 2,GR6C51S4,146608,Durham - Emperor Boulevard,ENABLON
74474,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
2406,Scope 1 & 2,GR6C51S4,146608,Durham - Emperor Boulevard,ENABLON
70093,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
76182,Scope 1 & 2,GR6C48S4,146608,Durham - Emperor Boulevard,ENABLON
76319,Scope 1 & 2,GR5C2S1,146608,Dunkerque,ENABLON
76938,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
74662,Scope 1 & 2,GR6C52S1,146608,Dunkerque,ENABLON
1286,Scope 1 & 2,GR2aC2S1,146608,Dunkerque,ENABLON
76199,Scope 1 & 2,GR6C51S4,146608,Durham - Emperor Boulevard,ENABLON
67963,Scope 1 & 2,GR5C2S1,146608,Dunkerque,ENABLON
74671,Scope 1 & 2,GR6C52S1,146608,Durham - Emperor Boulevard,ENABLON
71182,Scope 1 & 2,GR6C52S1,146608,Dunkerque,ENABLON
6,Scope 1 & 2,GR6C52S1,146608,Dubai,ENABLON
6,Scope 1 & 2,GR6C52S1,146608,Dunkerque,ENABLON
1238,Scope 1 & 2,GR2aC2S1,146608,Dubai,ENABLON
73761,Scope 1 & 2,GR6C48S4,146608,Dubai,ENABLON
76648,Scope 1 & 2,GR5C2S1,146608,Dunkerque,ENABLON
75713,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
1817,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
74552,Scope 1 & 2,GR6C51S4,146608,Dubai,ENABLON
75879,Scope 1 & 2,GR6C52S1,146608,Dunkerque,ENABLON
76052,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
76952,Scope 1 & 2,GR6C52S1,146608,Dubai,ENABLON
74073,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
73493,Scope 1 & 2,GR5C2S1,146608,Dominican Republic,ENABLON
70809,Scope 1 & 2,GR6C52S1,146608,Dubai,ENABLON
76216,Scope 1 & 2,GR5C2S1,146608,Dublin College Park,ENABLON
76182,Scope 1 & 2,GR2aC2S1,146608,Dunkerque,ENABLON
72416,Scope 1 & 2,GR2aC2S1,146608,Dubai,ENABLON
76903,Scope 1 & 2,GR2aC2S1,146608,Dubai,ENABLON
5894,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
74801,Scope 1 & 2,GR6C52S1,146608,Dubai,ENABLON
70941,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
4261,Scope 1 & 2,GR6C48S4,146608,Durham - Emperor Boulevard,ENABLON
1271,Scope 1 & 2,GR5C2S1,146608,Durham - Emperor Boulevard,ENABLON
74658,Scope 1 & 2,GR6C51S4,146608,Dubai,ENABLON
4456,Scope 1 & 2,GR6C52S1,146608,Dubai,ENABLON
73227,Scope 1 & 2,GR2aC2S1,146608,Dubai,ENABLON
75780,Scope 1 & 2,GR2aC2S1,146608,Dubai,ENABLON
4544,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
73899,Scope 1 & 2,GR6C51S4,146608,Durham - Emperor Boulevard,ENABLON
69728,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
74998,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
75875,Scope 1 & 2,GR6C51S4,146608,Dublin College Park,ENABLON
76490,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
75446,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
76827,Scope 1 & 2,GR6C52S1,146608,Dunkerque,ENABLON
76390,Scope 1 & 2,GR2aC2S1,146608,Dubai,ENABLON
74144,Scope 1 & 2,GR5C2S1,146608,Dubai,ENABLON
6,Scope 1 & 2,GR2aC2S1,146608,Dunkerque,ENABLON
74225,Scope 1 & 2,GR6C52S1,146608,Dublin College Park,ENABLON
73251,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
71635,Scope 1 & 2,GR6C51S4,146608,Dunkerque,ENABLON
75369,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
6,Scope 1 & 2,GR6C52S1,146608,Dublin College Park,ENABLON
71967,Scope 1 & 2,GR6C48S4,146608,Durham - Emperor Boulevard,ENABLON
6,Scope 1 & 2,GR5C2S1,146608,Dublin College Park,ENABLON
76433,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
76263,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
6899,Scope 1 & 2,GR6C51S4,146608,Dublin College Park,ENABLON
71311,Scope 1 & 2,GR5C2S1,146608,Durham - Emperor Boulevard,ENABLON
68555,Scope 1 & 2,GR6C48S4,146608,Dublin College Park,ENABLON
73418,Scope 1 & 2,GR6C48S4,146608,Durham - Emperor Boulevard,ENABLON
77064,Scope 1 & 2,GR6C51S4,146608,Dublin College Park,ENABLON
75359,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
74215,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
3168,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
76154,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
74617,Scope 1 & 2,GR6C52S1,146608,Dublin College Park,ENABLON
76155,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
71738,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
5235,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
75698,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
1467,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
70958,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
76371,Scope 1 & 2,GR6C48S4,146608,Dubai,ENABLON
74717,Scope 1 & 2,GR6C48S4,146608,Dublin College Park,ENABLON
5467,Scope 1 & 2,GR6C51S4,146608,Dublin College Park,ENABLON
76188,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
76632,Scope 1 & 2,GR6C51S4,146608,Dunkerque,ENABLON
73079,Scope 1 & 2,GR5C2S1,146608,Dominican Republic,ENABLON
5379,Scope 1 & 2,GR6C52S1,146608,Dubai,ENABLON
71261,Scope 1 & 2,GR6C52S1,146608,Dublin College Park,ENABLON
5530,Scope 1 & 2,GR6C51S4,146608,Dubai,ENABLON
12067,Scope 1 & 2,GR6C48S4,146608,Dublin College Park,ENABLON
75995,Scope 1 & 2,GR6C51S4,146608,Dublin College Park,ENABLON
75500,Scope 1 & 2,GR2aC2S1,146608,Dunkerque,ENABLON
72754,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
1309,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
75666,Scope 1 & 2,GR5C2S1,146608,Dublin College Park,ENABLON
6,Scope 1 & 2,GR2aC2S1,146608,Dubai,ENABLON
67827,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
76704,Scope 1 & 2,GR6C52S1,146608,Dubai,ENABLON
76626,Scope 1 & 2,GR5C2S1,146608,Dunkerque,ENABLON
69468,Scope 1 & 2,GR2aC2S1,146608,Dunkerque,ENABLON
72642,Scope 1 & 2,GR6C52S1,146608,Durham - Emperor Boulevard,ENABLON
73102,Scope 1 & 2,GR6C52S1,146608,Dunkerque,ENABLON
70271,Scope 1 & 2,GR6C48S4,146608,Durham - Emperor Boulevard,ENABLON
69890,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
73570,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
7473,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
73484,Scope 1 & 2,GR6C52S1,146608,Dublin College Park,ENABLON
74335,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
71896,Scope 1 & 2,GR5C2S1,146608,Dunkerque,ENABLON
75594,Scope 1 & 2,GR2aC2S1,146608,Dubai,ENABLON
77006,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
73490,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
76870,Scope 1 & 2,GR6C52S1,146608,Dunkerque,ENABLON
1753,Scope 1 & 2,GR6C52S1,146608,Dubai,ENABLON
74858,Scope 1 & 2,GR6C48S4,146608,Dublin College Park,ENABLON
77111,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
74124,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
76968,Scope 1 & 2,GR6C51S4,146608,Durham - Emperor Boulevard,ENABLON
68093,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
72255,Scope 1 & 2,GR6C51S4,146608,Durham - Emperor Boulevard,ENABLON
71318,Scope 1 & 2,GR6C52S1,146608,Dubai,ENABLON
3007,Scope 1 & 2,GR6C52S1,146608,Dunkerque,ENABLON
73328,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
74230,Scope 1 & 2,GR5C2S1,146608,Dunkerque,ENABLON
64461,Scope 1 & 2,GR6C48S4,146608,Durham - Emperor Boulevard,ENABLON
75349,Scope 1 & 2,GR2aC2S1,146608,Dubai,ENABLON
76434,Scope 1 & 2,GR2aC2S1,146608,Dubai,ENABLON
72082,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
71407,Scope 1 & 2,GR5C2S1,146608,Dubai,ENABLON
75322,Scope 1 & 2,GR5C2S1,146608,Dunkerque,ENABLON
73200,Scope 1 & 2,GR5C2S1,146608,Dubai,ENABLON
74361,Scope 1 & 2,GR2aC2S1,146608,Dunkerque,ENABLON
77033,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
70143,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
75956,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
76468,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
69506,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
5459,Scope 1 & 2,GR5C2S1,146608,Durham - Emperor Boulevard,ENABLON
77046,Scope 1 & 2,GR6C48S4,146608,Dublin College Park,ENABLON
76680,Scope 1 & 2,GR5C2S1,146608,Dominican Republic,ENABLON
76904,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
74331,Scope 1 & 2,GR5C2S1,146608,Dubai,ENABLON
75602,Scope 1 & 2,GR6C48S4,146608,Dubai,ENABLON
72261,Scope 1 & 2,GR5C2S1,146608,Durham - Emperor Boulevard,ENABLON
75155,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
74956,Scope 1 & 2,GR2aC2S1,146608,Dunkerque,ENABLON
75203,Scope 1 & 2,GR6C52S1,146608,Dominican Republic,ENABLON
76786,Scope 1 & 2,GR2aC2S1,146608,Dubai,ENABLON
73540,Scope 1 & 2,GR2aC2S1,146608,Dunkerque,ENABLON
75279,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
1099,Scope 1 & 2,GR6C51S4,146608,Dominican Republic,ENABLON
4514,Scope 1 & 2,GR5C2S1,146608,Dubai,ENABLON
5272,Scope 1 & 2,GR6C51S4,146608,Dunkerque,ENABLON
76617,Scope 1 & 2,GR6C52S1,146608,Dublin College Park,ENABLON
73332,Scope 1 & 2,GR6C48S4,146608,Dubai,ENABLON
73654,Scope 1 & 2,GR2aC2S1,146608,Dominican Republic,ENABLON
76881,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
75644,Scope 1 & 2,GR6C48S4,146608,Dublin College Park,ENABLON
76844,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
73607,Scope 1 & 2,GR5C2S1,146608,Dunkerque,ENABLON
77022,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
75145,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
76757,Scope 1 & 2,GR6C51S4,146608,Dubai,ENABLON
73147,Scope 1 & 2,GR6C48S4,146608,Dublin College Park,ENABLON
75579,Scope 1 & 2,GR6C48S4,146608,Dubai,ENABLON
74237,Scope 1 & 2,GR6C52S1,146608,Durham - Emperor Boulevard,ENABLON
75092,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
3021,Scope 1 & 2,GR5C2S1,146608,Durham - Emperor Boulevard,ENABLON
75122,Scope 1 & 2,GR6C51S4,146608,Durham - Emperor Boulevard,ENABLON
73968,Scope 1 & 2,GR5C2S1,146608,Dunkerque,ENABLON
1079,Scope 1 & 2,GR6C48S4,146608,Dunkerque,ENABLON
75037,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
76599,Scope 1 & 2,GR6C48S4,146608,Dubai,ENABLON
73645,Scope 1 & 2,GR6C51S4,146608,Dunkerque,ENABLON
72600,Scope 1 & 2,GR6C52S1,146608,Dunkerque,ENABLON
76531,Scope 1 & 2,GR6C51S4,146608,Dublin College Park,ENABLON
76194,Scope 1 & 2,GR2aC2S1,146608,Dublin College Park,ENABLON
70634,Scope 1 & 2,GR5C2S1,146608,Dubai,ENABLON
75679,Scope 1 & 2,GR6C48S4,146608,Dubai,ENABLON
68368,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
75937,Scope 1 & 2,GR6C48S4,146608,Dominican Republic,ENABLON
76734,Scope 1 & 2,GR2aC2S1,146608,Durham - Emperor Boulevard,ENABLON
75591,Scope 1 & 2,GR6C51S4,146608,Dublin College Park,ENABLON
72164,Scope 1 & 2,GR6C48S4,146608,Durham - Emperor Boulevard,ENABLON
76057,Scope 1 & 2,GR6C51S4,146608,Dunkerque,ENABLON
73294,Scope 1 & 2,GR2aC2S1,146608,Dunkerque,ENABLON
174,Scope 1 & 2,GR6C48S4,146608,Dubai,ENABLON
73670,Scope 1 & 2,GR6C48S4,146608,Dublin College Park,ENABLON
71306,Scope 1 & 2,GR6C48S4,146608,Durham - Emperor Boulevard,ENABLON
